GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0266948	0	NA	NA	NA	NA	NA	chr3L	14238606	14239440	-	ncRNA	lncRNA:CR45399
FBgn0263456	6.79007240499544	0.205712434398924	0.203394152181191	1.01139797871705	0.311825988212455	NA	chr3L	9137859	9145693	+	protein_coding	nwk
FBtr0309680_df_nrg	0	NA	NA	NA	NA	NA	chr3L	8354183	8354206	-	miRNA	NA
FBgn0085277	0	NA	NA	NA	NA	NA	chr3L	16270368	16270902	-	protein_coding	CG34248
FBti0061038	0.446979826447832	0.0168387369697218	0.06148721597423	0.273857527990519	0.784194111931091	NA	chr3L	23769055	23769709	+	transposable_element	NA
FBti0020229	0	NA	NA	NA	NA	NA	chr3L	23083667	23084655	+	transposable_element	NA
FBti0060654	0.146484977771025	0.00333264941509457	0.0572089999738479	0.0582539358600576	0.953546359023968	NA	chr3L	22720018	22720507	-	transposable_element	NA
FBgn0037195	3.47244932602331	-0.0362651927923551	0.166761014866274	-0.217468050439944	0.82784360325253	NA	chr3L	22837067	22838170	+	protein_coding	CG11226
FBgn0267529	0	NA	NA	NA	NA	NA	chr3L	8183582	8183998	+	ncRNA	asRNA:CR45869
FBti0020060	3.79772655927295	0.0407097889809885	0.167335466703046	0.243282489857528	0.807786568045108	NA	chr3L	7498815	7503520	+	transposable_element	NA
FBgn0053912	0	NA	NA	NA	NA	NA	chr3L	20754975	20755685	-	protein_coding	CG33912
FBgn0052173	0.149837787103529	0.0244994239864302	0.057218808316732	0.428170818427654	0.668526760305556	NA	chr3L	17339908	17339980	-	tRNA	tRNA:Pro-CGG-2-2
FBti0061254	0	NA	NA	NA	NA	NA	chr3L	23003669	23003771	+	transposable_element	NA
FBgn0261353	0	NA	NA	NA	NA	NA	chr3L	11708978	11710570	+	protein_coding	Ccdc56
FBti0059634	6.75945014235969	-0.0142029489202066	0.196019499265799	-0.07245681666061	0.942238370410177	NA	chr3L	23429555	23432055	+	transposable_element	NA
FBti0060169	0	NA	NA	NA	NA	NA	chr3L	21877688	21877919	-	transposable_element	NA
FBti0060481	7.00276183329167	-0.104999024707044	0.204900206098852	-0.512439819881825	0.608343228315506	NA	chr3L	23755095	23758279	+	transposable_element	NA
FBgn0029091	1.7509692775079	-0.0460710421716213	0.116687501558639	-0.394824137600283	0.6929726799175	NA	chr3L	21962400	21969964	+	protein_coding	Chs2
FBgn0034710	1.08427721952532	0.00787939885610082	0.103219249117552	0.0763365256331922	0.939151367355432	NA	chr2R	22203693	22205593	-	protein_coding	Alp7
FBgn0264879	0.175938016569826	0.0141250005824549	0.0569664140142544	0.247953128643844	0.80417067238689	NA	chr2R	9636995	9637673	-	ncRNA	lncRNA:CR44070
FBti0061104	0	NA	NA	NA	NA	NA	chr2R	5156710	5156741	-	transposable_element	NA
FBti0062408	1.04625924798431	-0.0359301348010871	0.101465163654264	-0.35411301285155	0.723254190300905	NA	chr2R	5537699	5538418	-	transposable_element	NA
FBgn0040747	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	14933514	14933913	+	protein_coding	CG12853
FBgn0020307	7.3236190517438	-0.256978785827606	0.205500953886085	-1.25049923597949	0.211117234242891	NA	chr2R	22243962	22286469	+	protein_coding	dve
FBti0018927	1.95708864590732	0.100584375334015	0.130020692461621	0.77360282759381	0.439165699454552	NA	chr2R	7434947	7439183	-	transposable_element	NA
FBgn0263092	0.292969955542051	0.00541111784924665	0.057578945270099	0.0939773700935897	0.925127133213762	NA	chr2R	5081883	5082431	-	pseudogene	CR43360
FBti0063759	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chr2R	5678145	5678202	-	transposable_element	NA
FBti0018872	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chr2R	24147122	24154643	-	transposable_element	NA
FBgn0050088	0	NA	NA	NA	NA	NA	chr2R	15691112	15692216	+	protein_coding	CG30088
FBti0060942	0	NA	NA	NA	NA	NA	chr2R	5177710	5177806	+	transposable_element	NA
FBti0060940	0.509684364781446	-0.0155697443611454	0.0705360514547692	-0.220734561121974	0.825299119253732	NA	chr2R	5131113	5131547	+	transposable_element	NA
FBgn0033490	1.32000334887872	-0.0358976608124638	0.0994077600232673	-0.361115277158057	0.718013273230815	NA	chr2R	10137655	10139267	+	protein_coding	CG12917
FBgn0053680	0	NA	NA	NA	NA	NA	chr2R	25249006	25250316	-	protein_coding	CG33680
FBgn0034785	2.34322284523427	-0.0154601955721212	0.138755129917267	-0.111420713463635	0.911282735359887	NA	chr2R	22845976	22847911	+	protein_coding	CG3649
FBti0063215	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chr2R	5743377	5743563	+	transposable_element	NA
RR48340_transposable_element	2.83289919305396	0.027926687295375	0.147332729913515	0.18954842764244	0.849663003191307	NA	chr2R	513603	518311	+	transposable_element	NA
FBgn0083053	1.12453095086858	-0.00167629532290744	0.104539930365818	-0.016034976463458	0.987206488094951	NA	chr2R	18142999	18143142	+	snoRNA	snoRNA:Psi18S-1347b
FBgn0265049	1.04166621664471	-0.00159870967661782	0.105001816873166	-0.0152255429879746	0.987852243664929	NA	chr2R	6681795	6682394	+	ncRNA	lncRNA:CR44164
FBti0064291	0	NA	NA	NA	NA	NA	chr2R	6159320	6159410	-	transposable_element	NA
FBti0019994	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	18079396	18079602	+	transposable_element	NA
FBgn0265650	0	NA	NA	NA	NA	NA	chr2R	15091944	15092445	+	ncRNA	lncRNA:CR44457
FBgn0265982	3.16270817411718	-0.121399662066168	0.151789938118696	-0.79978728215329	0.423834052779661	NA	chr2R	22673194	22673695	-	ncRNA	lncRNA:CR44761
FBgn0034470	0	NA	NA	NA	NA	NA	chr2R	19702923	19703915	-	protein_coding	Obp56d
FBgn0034666	0.361183230428808	-0.0156832449790147	0.0577427885020571	-0.271605258177927	0.78592555595914	NA	chr2R	21860824	21861994	+	protein_coding	CG9294
FBti0063843	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	5948139	5948303	-	transposable_element	NA
FBti0060993	0	NA	NA	NA	NA	NA	chr2R	5377466	5394459	+	transposable_element	NA
FBgn0033594	2.680316121201	0.0446459118424567	0.0610255146912574	0.731594187584177	0.464416296963679	NA	chr2R	11244246	11245199	+	protein_coding	CG13226
FBgn0033703	5.54555443799151	-0.0855977656521519	0.174332995848137	-0.491001518305328	0.623425373688273	NA	chr2R	12240398	12240813	+	protein_coding	CG13170
FBgn0033140	0.337099157544123	-0.0152266898165824	0.0610460113314658	-0.249429724964421	0.803028394397308	NA	chr2R	7068571	7069896	+	protein_coding	CG12836
FBgn0002930	3.01534302781658	0.0529752439388645	0.153847937520998	0.344335093420632	0.730594295348515	NA	chr2R	7156476	7158241	-	protein_coding	nec
FBgn0050277	0.218051061990286	-0.00449999630357834	0.0574090942994831	-0.0783847290832257	0.937522020579798	NA	chr2R	22218455	22220905	-	protein_coding	Oatp58Da
FBgn0034459	1.66418174815409	0.0214389111856114	0.100728641382908	0.212838284039928	0.831453101475089	NA	chr2R	19593789	19596866	+	protein_coding	TTLL6A
FBti0018982	0	NA	NA	NA	NA	NA	chr2R	5136162	5136426	-	transposable_element	NA
FBgn0013772	7.69939864848561	0.117604172764858	0.214125092286485	0.549231159734943	0.582846823124884	NA	chr2R	14887170	14889010	-	protein_coding	Cyp6a8
FBgn0035012	0.506427986192729	0.0267152320485361	0.0704931846331438	0.378976098009557	0.704705613290936	NA	chr2R	24493255	24493948	-	protein_coding	CG13590
FBgn0262418	0	NA	NA	NA	NA	NA	chr2R	19660715	19660795	-	pre_miRNA	mir-6-3
FBti0061294	0.65318907442171	-0.0286838573909833	0.0766318423924913	-0.374307291792241	0.708175707682635	NA	chr2R	5437164	5437604	-	transposable_element	NA
FBgn0034826	0.412018051095888	-0.00607765869488183	0.0659726597252108	-0.0921238998123842	0.926599599888785	NA	chr2R	23139079	23140577	-	protein_coding	CG13544
FBti0063180	4.26435409794194	0.00771051410077714	0.171345995749423	0.0449996748803691	0.96410756810114	NA	chr2R	4715039	4716226	-	transposable_element	NA
FBgn0025454	5.45331165136624	0.0480098635706114	0.185272749460409	0.259130734068751	0.79553437211605	NA	chr2R	12185666	12188431	+	protein_coding	Cyp6g1
FBgn0266858	0.214698252657782	-0.0229562197664921	0.0573961129452125	-0.399961227137542	0.689185074775794	NA	chr2R	11992564	11996095	-	ncRNA	lncRNA:CR45319
FBti0060994	0	NA	NA	NA	NA	NA	chr2R	5445383	5445502	-	transposable_element	NA
FBgn0086603	0	NA	NA	NA	NA	NA	chr2R	9097029	9097169	+	snoRNA	snoRNA:Or-CD2
FBgn0262572	0	NA	NA	NA	NA	NA	chr2R	11249593	11249933	+	protein_coding	CG43112
FBgn0259145	7.6088961314075	0.376767430077119	0.177890379868424	2.11797529667312	0.0341771598734807	NA	chr2R	22740998	22798289	-	protein_coding	CG42260
FBgn0034540	6.57183699008603	0.069469599079983	0.204957405802135	0.338946518219735	0.734650019959867	NA	chr2R	20646359	20661070	+	protein_coding	Lrt
FBti0063204	0	NA	NA	NA	NA	NA	chr2R	4764733	4764801	+	transposable_element	NA
FBti0060253	0.372060932896067	0.00932725851163587	0.0574884676307621	0.162245731988251	0.871112347932351	NA	chr2R	6384155	6392884	+	transposable_element	NA
FBgn0050419	1.16622624853566	-0.0287832335875576	0.10921368271073	-0.263549702501971	0.792126920050531	NA	chr2R	24212490	24229795	-	protein_coding	CG30419
FBti0061766	3.44725023667302	-0.0400873056079801	0.167572193851415	-0.239224090146634	0.810931823655736	NA	chr2R	5262939	5264917	+	transposable_element	NA
FBti0062433	1.58415642955746	0.0278577532247636	0.127727252901674	0.218103439883803	0.827348517282533	NA	chr2R	5615774	5616444	+	transposable_element	NA
FBgn0053420	0	NA	NA	NA	NA	NA	chr2R	19741405	19741540	-	rRNA	5SrRNA:CR33420
FBtr0304278_df_nrg	0	NA	NA	NA	NA	NA	chr2R	9313078	9313102	-	miRNA	NA
FBgn0266868	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	14823544	14824365	-	ncRNA	lncRNA:CR45329
FBgn0050462	0	NA	NA	NA	NA	NA	chr2R	16995990	16998594	-	protein_coding	ste24c
FBti0064047	0	NA	NA	NA	NA	NA	chr2R	4937283	4937536	-	transposable_element	NA
FBgn0052833	0.800449986767244	0.0364536021502099	0.0929123963905092	0.392343794438322	0.694804209003231	NA	chr2R	22984272	22985334	-	protein_coding	CG32833
FBgn0033097	0.146484977771025	0.00333264941509457	0.0572089999738479	0.0582539358600576	0.953546359023968	NA	chr2R	6718195	6719533	-	protein_coding	Zip42C.2
FBgn0085397	4.82550992962515	-0.0273213488221004	0.185731770950974	-0.147101105439371	0.883052217356901	NA	chr2R	21872029	21946259	+	protein_coding	Fili
FBgn0053375	0	NA	NA	NA	NA	NA	chr2R	19757992	19758127	-	rRNA	5SrRNA:CR33375
FBgn0034363	0.498361010910678	0.0438936245472188	0.0696060828852706	0.63060041202961	0.528301829391913	NA	chr2R	18615987	18618317	+	protein_coding	CG5327
FBti0019927	0	NA	NA	NA	NA	NA	chr2R	5569408	5571550	-	transposable_element	NA
FBgn0033167	0	NA	NA	NA	NA	NA	chr2R	7408370	7409385	-	protein_coding	CG1701
FBti0063125	1.52777032312177	-0.135891919614285	0.111714104714959	-1.2164258037158	0.223822759299487	NA	chr2R	4838927	4840392	-	transposable_element	NA
FBgn0033214	9.11511373945394	-0.00223266581043434	0.216842112381434	-0.0102962740305121	0.991784907068978	NA	chr2R	7709872	7711981	+	protein_coding	CG1941
FBti0062424	0.222223145792538	-0.0110017655862474	0.0569664140142544	-0.193127227272801	0.846859329761573	NA	chr2R	4720354	4720472	-	transposable_element	NA
FBti0018955	1.14847018667387	-0.0647993009266806	0.10701213111083	-0.605532291096691	0.544825375740415	NA	chr2R	5215039	5216658	+	transposable_element	NA
FBgn0050360	3.55289216133721	-0.0672936556543184	0.172216683332641	-0.390749922435441	0.695982093893693	NA	chr2R	8465157	8467595	+	protein_coding	Mal-A6
FBti0061684	0.581346879744493	0.0394303952848725	0.074085414204939	0.532228856489862	0.59456749926122	NA	chr2R	5417205	5417246	+	transposable_element	NA
FBgn0264273	1.2311831448337	-0.00550765785333522	0.103523213146475	-0.053202153274961	0.957570839981794	NA	chr2R	16386523	16431758	+	protein_coding	Sema2b
FBgn0262334	0	NA	NA	NA	NA	NA	chr2R	20585313	20585405	-	pre_miRNA	mir-992
FBti0018962	0.217086950441138	-0.0110017655862474	0.0569664140142544	-0.193127227272801	0.846859329761573	NA	chr2R	22843074	22844979	-	transposable_element	NA
FBti0060132	4.53832989884255	-0.147386430558402	0.179137979492149	-0.822753672762403	0.410648086411867	NA	chr2R	5116040	5116599	-	transposable_element	NA
FBti0060903	0.265533073324862	-0.00768558673189771	0.0574858261812257	-0.133695334005789	0.89364349496319	NA	chr2R	4997334	4998500	+	transposable_element	NA
FBgn0050172	0.951155454676134	-0.00125655155245291	0.0948899857151043	-0.0132421935042288	0.98943456703751	NA	chr2R	24030545	24031427	-	protein_coding	CG30172
FBgn0086026	0	NA	NA	NA	NA	NA	chr2R	21335382	21335456	+	snoRNA	snoRNA:Me28S-G2596
FBti0063238	1.52023957286686	0.0186209340818872	0.116057666908332	0.160445531759611	0.872530125009246	NA	chr2R	4794927	4796963	-	transposable_element	NA
FBgn0264360	2.89922072622082	0.16553067691058	0.154080554030951	1.07431257598755	0.28268261041805	NA	chr2R	20264854	20265145	-	ncRNA	asRNA:CR43812
FBgn0054005	0	NA	NA	NA	NA	NA	chr2R	18048107	18048909	+	protein_coding	CG34005
FBti0061420	0	NA	NA	NA	NA	NA	chr2R	25088942	25089627	-	transposable_element	NA
FBgn0050375	0.146484977771025	0.00333264941509457	0.0572089999738479	0.0582539358600576	0.953546359023968	NA	chr2R	8265692	8267295	-	protein_coding	CG30375
FBgn0034822	1.20022391233846	-0.0207607439772251	0.107653217953381	-0.192848336277466	0.847077747073989	NA	chr2R	23100056	23100478	-	protein_coding	RpL37b
FBtr0472715_df_nrg	0	NA	NA	NA	NA	NA	chr2R	9553764	9553786	+	miRNA	NA
FBgn0265625	0.690311843434667	0.0413524568019353	0.0789452269908167	0.523811994444523	0.600409310040704	NA	chr2R	18684229	18686775	-	protein_coding	CG44433
FBti0059660	5.96892258092202	0.206657892334536	0.199998234259463	1.03329858435866	0.301464189555936	NA	chr2R	6324060	6340522	-	transposable_element	NA
RR48342_transposable_element	3.14830617528073	0.00668031323819301	0.164063118125089	0.0407179463278252	0.967520754359112	NA	chr2R	1556700	1563947	-	transposable_element	NA
FBti0063196	0	NA	NA	NA	NA	NA	chr2R	5733088	5733190	+	transposable_element	NA
FBgn0050257	0	NA	NA	NA	NA	NA	chr2R	11394352	11394424	+	tRNA	tRNA:Thr-TGT-2-1
FBti0064169	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	5002264	5002311	+	transposable_element	NA
FBgn0053434	0	NA	NA	NA	NA	NA	chr2R	19736247	19736382	-	rRNA	5SrRNA:CR33434
FBgn0053440	0	NA	NA	NA	NA	NA	chr2R	19734036	19734171	-	rRNA	5SrRNA:CR33440
FBgn0034623	0.292005843992902	0.00109553978173884	0.0572602143861454	0.0191326524618097	0.984735283295467	NA	chr2R	21346874	21347883	-	protein_coding	CG9822
FBgn0010414	1.68114323941229	0.0314691415877461	0.129270605947982	0.243436172956512	0.807667524488535	NA	chr2R	24404594	24411074	-	protein_coding	SerT
FBgn0050199	0	NA	NA	NA	NA	NA	chr2R	25076764	25076836	+	tRNA	tRNA:Ala-CGC-1-2
FBgn0265627	0	NA	NA	NA	NA	NA	chr2R	18678679	18684198	-	protein_coding	CG44435
FBti0060032	0	NA	NA	NA	NA	NA	chr2R	4913082	4913622	+	transposable_element	NA
FBti0018904	8.1160231292993	0.163607725381097	0.207999313031801	0.78657820065051	0.431528824541164	NA	chr2R	13136896	13141622	-	transposable_element	NA
FBgn0034649	0	NA	NA	NA	NA	NA	chr2R	21667540	21669916	-	protein_coding	PIG-M
FBti0061454	0	NA	NA	NA	NA	NA	chr2R	25189209	25189546	-	transposable_element	NA
FBti0060760	0	NA	NA	NA	NA	NA	chr2R	21352732	21352786	+	transposable_element	NA
FBgn0034660	0.288376924202442	0.0262316988085938	0.0572625614389753	0.458095099999132	0.646884119130808	NA	chr2R	21789622	21791580	-	protein_coding	Loxl2
FBgn0050074	0.143132168438522	-0.0181871659611848	0.0571925175763806	-0.317999044838266	0.750485661442452	NA	chr2R	14373107	14373808	+	protein_coding	Obp50d
FBti0062395	0.648596043082102	-0.000777564335227511	0.0817510322562713	-0.00951137023921631	0.992411138956746	NA	chr2R	4703717	4703794	+	transposable_element	NA
FBti0060514	0.701490360226035	-0.0835556381185686	0.0848167326379446	-0.985131536193935	0.32455946456772	NA	chr2R	5193969	5194612	+	transposable_element	NA
FBgn0024293	0.661678079105614	-0.00984213281708395	0.0772891605325566	-0.127341696419877	0.898669959942556	NA	chr2R	7151661	7153642	-	protein_coding	Spn43Ab
FBti0062427	0	NA	NA	NA	NA	NA	chr2R	4722924	4723076	-	transposable_element	NA
FBgn0033404	0.877669644619047	0.0659235257449952	0.0868651821360724	0.758917717362607	0.447901779713663	NA	chr2R	9345348	9348863	+	protein_coding	Or45a
FBgn0284231	0	NA	NA	NA	NA	NA	chr2R	17703334	17719346	-	protein_coding	CG46315
FBgn0283547	0	NA	NA	NA	NA	NA	chr2R	22946866	22946942	+	pre_miRNA	mir-9376
FBgn0261974	0	NA	NA	NA	NA	NA	chr2R	24186061	24186152	+	snoRNA	snoRNA:Or-CD9b
FBgn0034406	2.3543075325336	0.0428050677694274	0.1267663325877	0.337669055305467	0.73561259670634	NA	chr2R	18860374	18862078	-	protein_coding	Jheh3
FBti0061733	0	NA	NA	NA	NA	NA	chr2R	4618415	4618452	+	transposable_element	NA
FBti0062310	0	NA	NA	NA	NA	NA	chr2R	5478661	5478861	+	transposable_element	NA
FBgn0263335	0.149837787103529	0.0244994239864302	0.057218808316732	0.428170818427654	0.668526760305556	NA	chr2R	16357736	16358481	+	ncRNA	lncRNA:CR43416
FBgn0054054	8.30886083241352	0.108560818039798	0.215113447619601	0.504667742724169	0.613792221017547	NA	chr2R	11409809	11410438	-	protein_coding	CG34054
FBgn0082925	1.54653570308435	-0.092350192025281	0.119082550520803	-0.775514058284701	0.438035961653827	NA	chr2R	22607543	22607678	+	snoRNA	snoRNA:Or-aca1
FBgn0033020	1.86422854147476	-0.0187804366116301	0.12266441351548	-0.153104197651099	0.878316105661044	NA	chr2R	5353993	5354723	+	protein_coding	COX4L
FBgn0033355	1.0281869355533	0.0877100746739479	0.0973987267266102	0.900525885930136	0.367840455946417	NA	chr2R	8940414	8941136	+	protein_coding	CG13748
FBgn0000157	1.18857214195309	-0.0132687219409607	0.101485062892392	-0.130745565532437	0.8959765856209	NA	chr2R	24814821	24835667	+	protein_coding	Dll
FBti0018889	0.332506126204515	0.00361424714076863	0.0573339124958511	0.0630385575209118	0.949735800900828	NA	chr2R	5003232	5005102	+	transposable_element	NA
FBgn0035004	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chr2R	24431343	24432733	-	protein_coding	Pgam5-2
FBtr0472805_df_nrg	0	NA	NA	NA	NA	NA	chr2R	16065306	16065329	-	miRNA	NA
FBgn0033721	0.850232762401859	0.0604114508140798	0.0924955839757691	0.653127946409914	0.51367379702953	NA	chr2R	12375285	12375678	+	protein_coding	CG13159
FBti0018964	0.506704096650685	-0.0293973677576563	0.0699717802183083	-0.420131768349156	0.674389196241617	NA	chr2R	23402663	23407682	+	transposable_element	NA
FBgn0033369	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	9060460	9061924	-	protein_coding	CG8197
FBgn0050235	0	NA	NA	NA	NA	NA	chr2R	17145299	17145381	+	tRNA	tRNA:Leu-AAG-1-3
FBgn0261580	0	NA	NA	NA	NA	NA	chr2R	19944262	19945877	-	protein_coding	CG42690
FBgn0050365	0	NA	NA	NA	NA	NA	chr2R	8359465	8362156	-	protein_coding	spaw
FBgn0082940	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	14622087	14622167	+	snoRNA	snoRNA:Me28S-C3227a
FBgn0034483	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chr2R	20211584	20212619	-	protein_coding	CG16894
FBti0062337	0	NA	NA	NA	NA	NA	chr2R	4659401	4663290	-	transposable_element	NA
FBgn0005613	6.89318237026855	-0.0300505742281175	0.204345447177081	-0.147057713510379	0.88308646665006	NA	chr2R	14201389	14212413	-	protein_coding	Sox15
FBgn0262480	0.51437382686484	0.0148877008862777	0.0651199482760086	0.228619666944094	0.819164537354608	NA	chr2R	18863895	18864558	+	protein_coding	CG43070
FBgn0026169	1.55670754191525	0.0331835881426923	0.111564800171706	0.297437794820773	0.766132292478431	NA	chr2R	24176227	24176367	+	snoRNA	snoRNA:Psi18S-1820
FBgn0040732	1.36666608574355	-0.0110750825338182	0.11112618344578	-0.0996622235228826	0.920612492435982	NA	chr2R	19500294	19501418	-	protein_coding	CG16926
FBti0061185	0	NA	NA	NA	NA	NA	chr2R	8048659	8048747	+	transposable_element	NA
FBti0062532	0	NA	NA	NA	NA	NA	chr2R	5617671	5617755	-	transposable_element	NA
FBgn0053409	0	NA	NA	NA	NA	NA	chr2R	19745461	19745596	-	rRNA	5SrRNA:CR33409
FBti0018867	0	NA	NA	NA	NA	NA	chr2R	17798460	17798874	-	transposable_element	NA
FBgn0034840	0.630069113086174	-0.0113860235647275	0.0771601505497063	-0.14756352189065	0.882687245178154	NA	chr2R	23282742	23284113	-	protein_coding	CG3124
FBgn0266086	0.363571928212163	-0.00906559179822657	0.0623350266084375	-0.145433350901939	0.884368734361273	NA	chr2R	24738776	24739377	-	ncRNA	lncRNA:CR44828
FBgn0010359	0	NA	NA	NA	NA	NA	chr2R	11349060	11349870	-	protein_coding	gammaTry
FBgn0086672	1.62432504527394	0.121674183622185	0.116036405190466	1.04858628998774	0.294368568550456	NA	chr2R	9095684	9095832	+	snoRNA	snoRNA:Or-aca5
FBgn0033658	0.285024114869939	0.00556952155189828	0.0572501783284574	0.0972839162167262	0.922500928410861	NA	chr2R	11862536	11863252	-	protein_coding	Twdlbeta
FBgn0003067	0	NA	NA	NA	NA	NA	chr2R	18536766	18539416	+	protein_coding	Pepck1
FBti0061712	0	NA	NA	NA	NA	NA	chr2R	4591960	4592954	-	transposable_element	NA
FBgn0260764	2.62242143053404	0.0221427979541374	0.149719883134862	0.147894838618007	0.882425761599285	NA	chr2R	17685813	17686410	+	protein_coding	CG42562
FBgn0002535	0.618770463081558	-0.0225782968277508	0.0753926827825373	-0.299475970272548	0.76457690413097	NA	chr2R	8437646	8438495	+	protein_coding	Lcp4
FBti0019910	0	NA	NA	NA	NA	NA	chr2R	5368442	5368727	+	transposable_element	NA
FBti0061135	4.30057668934701	-0.0328127703365054	0.179159128665195	-0.183148749276542	0.854681306226138	NA	chr2R	5226657	5237086	+	transposable_element	NA
FBti0064061	0.0715660842192608	-0.0109599299201064	0.0569664140142544	-0.192392835493629	0.847434504021815	NA	chr2R	5036433	5036675	-	transposable_element	NA
FBgn0034844	0.803990973074387	0.00588776543654878	0.0773570496423262	0.0761115562676173	0.939330346239536	NA	chr2R	23323658	23326745	+	protein_coding	CG9861
FBgn0052834	0.472260781444381	0.0444522490493813	0.0691037998384287	0.643267796464375	0.520050348530594	NA	chr2R	22982541	22984293	-	protein_coding	CG32834
FBgn0262380	0	NA	NA	NA	NA	NA	chr2R	19661705	19661774	-	pre_miRNA	mir-309
FBti0062467	0.149837787103529	0.0244994239864302	0.057218808316732	0.428170818427654	0.668526760305556	NA	chr2R	5474431	5474556	-	transposable_element	NA
FBti0063178	0.193966989105602	0.00107653651573765	0.0572682582579201	0.018798136148811	0.985002140698925	NA	chr2R	4814334	4814898	-	transposable_element	NA
FBgn0027589	0.799397941734779	0.0371323661854479	0.0833359029194493	0.445574654916012	0.655904521897321	NA	chr2R	9766363	9806875	-	protein_coding	CG1688
FBti0019903	0.697861440435575	-0.0305838774146763	0.0841971066470252	-0.363241429932876	0.716424541504749	NA	chr2R	5302307	5303107	-	transposable_element	NA
FBgn0026386	0.149837787103529	0.0244994239864302	0.057218808316732	0.428170818427654	0.668526760305556	NA	chr2R	11250367	11251913	+	protein_coding	Or47a
FBgn0050072	0	NA	NA	NA	NA	NA	chr2R	14371185	14373006	+	protein_coding	Obp50c
FBti0064283	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	6045724	6045780	-	transposable_element	NA
FBti0063198	0	NA	NA	NA	NA	NA	chr2R	5733231	5733315	+	transposable_element	NA
FBgn0053537	0.146484977771025	0.00333264941509457	0.0572089999738479	0.0582539358600576	0.953546359023968	NA	chr2R	24374062	24374136	+	tRNA	tRNA:Asn-GTT-1-9
FBgn0034099	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	16240935	16241934	-	protein_coding	CG15708
FBgn0263033	0	NA	NA	NA	NA	NA	chr2R	17032486	17034012	-	protein_coding	CG43328
FBgn0050042	0.356590199089199	9.92811062375206e-05	0.0574736628481323	0.00172741915718613	0.998621719609906	NA	chr2R	12378439	12379396	+	protein_coding	Cpr49Ab
FBti0062565	0	NA	NA	NA	NA	NA	chr2R	16456321	16456377	+	transposable_element	NA
FBgn0266074	0.22140387132279	0.0136299582715578	0.0574180395347468	0.237381115447342	0.812361138785353	NA	chr2R	24237476	24238477	-	ncRNA	lncRNA:CR44827
FBgn0053429	0	NA	NA	NA	NA	NA	chr2R	19738085	19738220	-	rRNA	5SrRNA:CR33429
FBgn0086600	1.01136919951	0.0788216292202753	0.0941983838594085	0.836762012158478	0.402726354281571	NA	chr2R	18143178	18143324	+	snoRNA	snoRNA:Psi18S-1347c
FBti0060513	0.527713337317221	-0.0376145103202641	0.0723081641208206	-0.520197280315589	0.602926080721633	NA	chr2R	5190724	5191081	-	transposable_element	NA
FBtr0304330_df_nrg	0	NA	NA	NA	NA	NA	chr2R	19661199	19661222	-	miRNA	NA
FBgn0267023	2.67775285179695	-0.0742499040006906	0.154888438459605	-0.479376670971184	0.631670686808137	NA	chr2R	9881395	9882605	+	ncRNA	asRNA:CR45467
FBti0061058	0.0749188935517645	0.0141668362485958	0.0569664140142544	0.248687520423015	0.803602502892521	NA	chr2R	6947120	6947314	-	transposable_element	NA
FBti0061716	1.52346696594096	0.00524692761054208	0.122591730794924	0.042800012501001	0.965860954025765	NA	chr2R	4596503	4597774	-	transposable_element	NA
FBgn0053462	4.15689043333617	0.0324120518622511	0.177842852619777	0.182251079449041	0.85538568857003	NA	chr2R	15696793	15698010	+	protein_coding	CG33462
FBgn0050227	0	NA	NA	NA	NA	NA	chr2R	18639556	18639628	+	tRNA	tRNA:Trp-CCA-2-2
FBti0063279	0	NA	NA	NA	NA	NA	chr2R	4827210	4827349	-	transposable_element	NA
FBtr0472826_df_nrg	0	NA	NA	NA	NA	NA	chr2R	14233166	14233186	-	miRNA	NA
FBgn0263774	0.439454933313076	0.00648443459047126	0.0612611915949793	0.105848979127639	0.915702175312842	NA	chr2R	13389494	13393361	-	protein_coding	CG43691
